SUBJID_tissue	SMTSD	Subject_id
GTEX-146FR_Adrenal_Gland	Adrenal_Gland	GTEX-146FR
GTEX-146FR_Muscle	Muscle	GTEX-146FR
GTEX-146FR_Spleen	Spleen	GTEX-146FR
GTEX-146FR_Stomach	Stomach	GTEX-146FR
GTEX-146FR_Vagina	Vagina	GTEX-146FR
GTEX-14753_Brain	Brain	GTEX-14753
GTEX-14753_Nerve	Nerve	GTEX-14753
GTEX-14753_Blood_Vessel	Blood_Vessel	GTEX-14753
GTEX-14753_Adipose_Tissue	Adipose_Tissue	GTEX-14753
GTEX-14753_Skin	Skin	GTEX-14753
GTEX-14753_Muscle	Muscle	GTEX-14753
GTEX-14753_Testis	Testis	GTEX-14753
GTEX-14753_Thyroid	Thyroid	GTEX-14753
GTEX-14753_Liver	Liver	GTEX-14753
GTEX-14753_Adrenal_Gland	Adrenal_Gland	GTEX-14753
GTEX-14753_Esophagus	Esophagus	GTEX-14753
GTEX-14753_Breast	Breast	GTEX-14753
GTEX-14753_Pituitary	Pituitary	GTEX-14753
GTEX-1477Z_Blood	Blood	GTEX-1477Z
GTEX-1477Z_Brain	Brain	GTEX-1477Z
GTEX-1477Z_Thyroid	Thyroid	GTEX-1477Z
GTEX-1477Z_Skin	Skin	GTEX-1477Z
GTEX-1477Z_Lung	Lung	GTEX-1477Z
GTEX-1477Z_Heart	Heart	GTEX-1477Z
GTEX-1477Z_Nerve	Nerve	GTEX-1477Z
GTEX-1477Z_Muscle	Muscle	GTEX-1477Z
GTEX-1477Z_Colon	Colon	GTEX-1477Z
GTEX-1477Z_Prostate	Prostate	GTEX-1477Z
GTEX-1477Z_Pituitary	Pituitary	GTEX-1477Z
GTEX-147F3_Blood	Blood	GTEX-147F3
GTEX-147F3_Spleen	Spleen	GTEX-147F3
GTEX-147F3_Muscle	Muscle	GTEX-147F3
GTEX-147F3_Blood_Vessel	Blood_Vessel	GTEX-147F3
GTEX-147F3_Skin	Skin	GTEX-147F3
GTEX-147F3_Adipose_Tissue	Adipose_Tissue	GTEX-147F3
GTEX-147F3_Lung	Lung	GTEX-147F3
GTEX-147F3_Esophagus	Esophagus	GTEX-147F3
GTEX-147F3_Vagina	Vagina	GTEX-147F3
GTEX-147F3_Colon	Colon	GTEX-147F3
GTEX-147F4_Blood	Blood	GTEX-147F4
GTEX-147F4_Brain	Brain	GTEX-147F4
GTEX-147F4_Blood_Vessel	Blood_Vessel	GTEX-147F4
GTEX-147F4_Skin	Skin	GTEX-147F4
GTEX-147F4_Muscle	Muscle	GTEX-147F4
GTEX-147F4_Testis	Testis	GTEX-147F4
GTEX-147F4_Thyroid	Thyroid	GTEX-147F4
GTEX-147F4_Lung	Lung	GTEX-147F4
GTEX-147F4_Heart	Heart	GTEX-147F4
GTEX-147F4_Liver	Liver	GTEX-147F4
GTEX-147F4_Adrenal_Gland	Adrenal_Gland	GTEX-147F4
GTEX-147F4_Breast	Breast	GTEX-147F4
GTEX-147F4_Pituitary	Pituitary	GTEX-147F4
GTEX-147GR_Blood	Blood	GTEX-147GR
GTEX-147GR_Brain	Brain	GTEX-147GR
GTEX-147GR_Muscle	Muscle	GTEX-147GR
GTEX-147GR_Adipose_Tissue	Adipose_Tissue	GTEX-147GR
GTEX-147GR_Skin	Skin	GTEX-147GR
GTEX-147GR_Testis	Testis	GTEX-147GR
GTEX-147GR_Thyroid	Thyroid	GTEX-147GR
GTEX-147GR_Lung	Lung	GTEX-147GR
GTEX-147GR_Liver	Liver	GTEX-147GR
GTEX-147GR_Colon	Colon	GTEX-147GR
GTEX-147GR_Pituitary	Pituitary	GTEX-147GR
GTEX-147JS_Blood	Blood	GTEX-147JS
GTEX-147JS_Testis	Testis	GTEX-147JS
GTEX-147JS_Skin	Skin	GTEX-147JS
GTEX-147JS_Adipose_Tissue	Adipose_Tissue	GTEX-147JS
GTEX-147JS_Muscle	Muscle	GTEX-147JS
GTEX-147JS_Nerve	Nerve	GTEX-147JS
GTEX-147JS_Blood_Vessel	Blood_Vessel	GTEX-147JS
GTEX-147JS_Liver	Liver	GTEX-147JS
GTEX-147JS_Lung	Lung	GTEX-147JS
GTEX-147JS_Heart	Heart	GTEX-147JS
GTEX-147JS_Esophagus	Esophagus	GTEX-147JS
GTEX-147JS_Colon	Colon	GTEX-147JS
GTEX-147JS_Prostate	Prostate	GTEX-147JS
GTEX-148VI_Blood	Blood	GTEX-148VI
GTEX-148VI_Lung	Lung	GTEX-148VI
GTEX-148VI_Heart	Heart	GTEX-148VI
GTEX-148VI_Thyroid	Thyroid	GTEX-148VI
GTEX-148VI_Liver	Liver	GTEX-148VI
GTEX-148VI_Pancreas	Pancreas	GTEX-148VI
GTEX-148VI_Esophagus	Esophagus	GTEX-148VI
GTEX-148VI_Skin	Skin	GTEX-148VI
GTEX-148VI_Adipose_Tissue	Adipose_Tissue	GTEX-148VI
GTEX-148VJ_Blood	Blood	GTEX-148VJ
GTEX-148VJ_Brain	Brain	GTEX-148VJ
GTEX-148VJ_Skin	Skin	GTEX-148VJ
GTEX-148VJ_Muscle	Muscle	GTEX-148VJ
GTEX-148VJ_Blood_Vessel	Blood_Vessel	GTEX-148VJ
GTEX-148VJ_Thyroid	Thyroid	GTEX-148VJ
GTEX-148VJ_Lung	Lung	GTEX-148VJ
GTEX-148VJ_Esophagus	Esophagus	GTEX-148VJ
GTEX-148VJ_Heart	Heart	GTEX-148VJ
GTEX-148VJ_Prostate	Prostate	GTEX-148VJ
GTEX-148VJ_Small_Intestine	Small_Intestine	GTEX-148VJ
GTEX-148VJ_Colon	Colon	GTEX-148VJ
GTEX-148VJ_Pituitary	Pituitary	GTEX-148VJ
GTEX-1497J_Blood	Blood	GTEX-1497J
GTEX-1497J_Thyroid	Thyroid	GTEX-1497J
GTEX-1497J_Skin	Skin	GTEX-1497J
GTEX-1497J_Lung	Lung	GTEX-1497J
GTEX-1497J_Pancreas	Pancreas	GTEX-1497J
GTEX-1497J_Liver	Liver	GTEX-1497J
GTEX-1497J_Blood_Vessel	Blood_Vessel	GTEX-1497J
GTEX-1497J_Heart	Heart	GTEX-1497J
GTEX-1497J_Small_Intestine	Small_Intestine	GTEX-1497J
GTEX-1497J_Esophagus	Esophagus	GTEX-1497J
GTEX-1497J_Adipose_Tissue	Adipose_Tissue	GTEX-1497J
GTEX-1497J_Muscle	Muscle	GTEX-1497J
GTEX-14A5H_Blood	Blood	GTEX-14A5H
GTEX-14A5H_Blood_Vessel	Blood_Vessel	GTEX-14A5H
GTEX-14A5H_Muscle	Muscle	GTEX-14A5H
GTEX-14A5H_Skin	Skin	GTEX-14A5H
GTEX-14A5H_Adipose_Tissue	Adipose_Tissue	GTEX-14A5H
GTEX-14A5H_Testis	Testis	GTEX-14A5H
GTEX-14A5H_Thyroid	Thyroid	GTEX-14A5H
GTEX-14A5H_Colon	Colon	GTEX-14A5H
GTEX-14A5H_Adrenal_Gland	Adrenal_Gland	GTEX-14A5H
GTEX-14A5H_Pituitary	Pituitary	GTEX-14A5H
GTEX-14A5I_Blood	Blood	GTEX-14A5I
GTEX-14A5I_Skin	Skin	GTEX-14A5I
GTEX-14A5I_Muscle	Muscle	GTEX-14A5I
GTEX-14A5I_Nerve	Nerve	GTEX-14A5I
GTEX-14A5I_Breast	Breast	GTEX-14A5I
GTEX-14A5I_Heart	Heart	GTEX-14A5I
GTEX-14A5I_Blood_Vessel	Blood_Vessel	GTEX-14A5I
GTEX-14A5I_Liver	Liver	GTEX-14A5I
GTEX-14A5I_Adrenal_Gland	Adrenal_Gland	GTEX-14A5I
GTEX-14A5I_Colon	Colon	GTEX-14A5I
GTEX-14A5I_Vagina	Vagina	GTEX-14A5I
GTEX-14A5I_Brain	Brain	GTEX-14A5I
GTEX-14A5I_Pituitary	Pituitary	GTEX-14A5I
GTEX-14A6H_Blood	Blood	GTEX-14A6H
GTEX-14A6H_Skin	Skin	GTEX-14A6H
GTEX-14A6H_Heart	Heart	GTEX-14A6H
GTEX-14A6H_Lung	Lung	GTEX-14A6H
GTEX-14A6H_Esophagus	Esophagus	GTEX-14A6H
GTEX-14A6H_Testis	Testis	GTEX-14A6H
GTEX-14A6H_Thyroid	Thyroid	GTEX-14A6H
GTEX-14A6H_Nerve	Nerve	GTEX-14A6H
GTEX-14A6H_Blood_Vessel	Blood_Vessel	GTEX-14A6H
GTEX-14A6H_Muscle	Muscle	GTEX-14A6H
GTEX-14ABY_Blood	Blood	GTEX-14ABY
GTEX-14ABY_Brain	Brain	GTEX-14ABY
GTEX-14ABY_Muscle	Muscle	GTEX-14ABY
GTEX-14ABY_Skin	Skin	GTEX-14ABY
GTEX-14ABY_Adipose_Tissue	Adipose_Tissue	GTEX-14ABY
GTEX-14ABY_Testis	Testis	GTEX-14ABY
GTEX-14ABY_Prostate	Prostate	GTEX-14ABY
GTEX-14ABY_Thyroid	Thyroid	GTEX-14ABY
GTEX-14ABY_Lung	Lung	GTEX-14ABY
GTEX-14ABY_Breast	Breast	GTEX-14ABY
GTEX-14ABY_Pituitary	Pituitary	GTEX-14ABY
GTEX-14AS3_Blood	Blood	GTEX-14AS3
GTEX-14AS3_Liver	Liver	GTEX-14AS3
GTEX-14AS3_Thyroid	Thyroid	GTEX-14AS3
GTEX-14AS3_Pancreas	Pancreas	GTEX-14AS3
GTEX-14AS3_Adipose_Tissue	Adipose_Tissue	GTEX-14AS3
GTEX-14AS3_Blood_Vessel	Blood_Vessel	GTEX-14AS3
GTEX-14AS3_Esophagus	Esophagus	GTEX-14AS3
GTEX-14AS3_Lung	Lung	GTEX-14AS3
GTEX-14AS3_Colon	Colon	GTEX-14AS3
GTEX-14AS3_Ovary	Ovary	GTEX-14AS3
GTEX-14AS3_Skin	Skin	GTEX-14AS3
GTEX-14AS3_Breast	Breast	GTEX-14AS3
GTEX-14AS3_Vagina	Vagina	GTEX-14AS3
GTEX-14AS3_Uterus	Uterus	GTEX-14AS3
GTEX-14AS3_Muscle	Muscle	GTEX-14AS3
GTEX-14AS3_Nerve	Nerve	GTEX-14AS3
GTEX-14ASI_Brain	Brain	GTEX-14ASI
GTEX-14ASI_Nerve	Nerve	GTEX-14ASI
GTEX-14ASI_Muscle	Muscle	GTEX-14ASI
GTEX-14ASI_Thyroid	Thyroid	GTEX-14ASI
GTEX-14ASI_Heart	Heart	GTEX-14ASI
GTEX-14ASI_Blood_Vessel	Blood_Vessel	GTEX-14ASI
GTEX-14B4R_Blood	Blood	GTEX-14B4R
GTEX-14B4R_Thyroid	Thyroid	GTEX-14B4R
GTEX-14B4R_Blood_Vessel	Blood_Vessel	GTEX-14B4R
GTEX-14B4R_Esophagus	Esophagus	GTEX-14B4R
GTEX-14B4R_Adipose_Tissue	Adipose_Tissue	GTEX-14B4R
GTEX-14B4R_Stomach	Stomach	GTEX-14B4R
GTEX-14B4R_Testis	Testis	GTEX-14B4R
GTEX-14B4R_Breast	Breast	GTEX-14B4R
GTEX-14B4R_Skin	Skin	GTEX-14B4R
GTEX-14B4R_Salivary_Gland	Salivary_Gland	GTEX-14B4R
GTEX-14BIL_Blood	Blood	GTEX-14BIL
GTEX-14BIL_Brain	Brain	GTEX-14BIL
GTEX-14BIL_Skin	Skin	GTEX-14BIL
GTEX-14BIL_Adipose_Tissue	Adipose_Tissue	GTEX-14BIL
GTEX-14BIL_Muscle	Muscle	GTEX-14BIL
GTEX-14BIL_Nerve	Nerve	GTEX-14BIL
GTEX-14BIL_Heart	Heart	GTEX-14BIL
GTEX-14BIL_Lung	Lung	GTEX-14BIL
GTEX-14BIL_Liver	Liver	GTEX-14BIL
GTEX-14BIL_Esophagus	Esophagus	GTEX-14BIL
GTEX-14BIL_Stomach	Stomach	GTEX-14BIL
GTEX-14BIL_Prostate	Prostate	GTEX-14BIL
GTEX-14BIL_Testis	Testis	GTEX-14BIL
GTEX-14BIL_Pituitary	Pituitary	GTEX-14BIL
GTEX-14BIM_Blood	Blood	GTEX-14BIM
GTEX-14BIM_Brain	Brain	GTEX-14BIM
GTEX-14BIM_Skin	Skin	GTEX-14BIM
GTEX-14BIM_Muscle	Muscle	GTEX-14BIM
GTEX-14BIM_Nerve	Nerve	GTEX-14BIM
GTEX-14BIM_Esophagus	Esophagus	GTEX-14BIM
GTEX-14BIM_Adipose_Tissue	Adipose_Tissue	GTEX-14BIM
GTEX-14BIM_Uterus	Uterus	GTEX-14BIM
GTEX-14BIM_Blood_Vessel	Blood_Vessel	GTEX-14BIM
GTEX-14BIM_Heart	Heart	GTEX-14BIM
GTEX-14BIM_Pituitary	Pituitary	GTEX-14BIM
GTEX-14BIN_Blood	Blood	GTEX-14BIN
GTEX-14BIN_Brain	Brain	GTEX-14BIN
GTEX-14BIN_Thyroid	Thyroid	GTEX-14BIN
GTEX-14BIN_Skin	Skin	GTEX-14BIN
GTEX-14BIN_Adipose_Tissue	Adipose_Tissue	GTEX-14BIN
GTEX-14BIN_Nerve	Nerve	GTEX-14BIN
GTEX-14BIN_Blood_Vessel	Blood_Vessel	GTEX-14BIN
GTEX-14BIN_Ovary	Ovary	GTEX-14BIN
GTEX-14BIN_Uterus	Uterus	GTEX-14BIN
GTEX-14BIN_Heart	Heart	GTEX-14BIN
GTEX-14BIN_Colon	Colon	GTEX-14BIN
GTEX-14BIN_Esophagus	Esophagus	GTEX-14BIN
GTEX-14BIN_Pituitary	Pituitary	GTEX-14BIN
GTEX-14BMU_Blood	Blood	GTEX-14BMU
GTEX-14BMU_Adrenal_Gland	Adrenal_Gland	GTEX-14BMU
GTEX-14BMU_Thyroid	Thyroid	GTEX-14BMU
GTEX-14BMU_Blood_Vessel	Blood_Vessel	GTEX-14BMU
GTEX-14BMU_Spleen	Spleen	GTEX-14BMU
GTEX-14BMU_Lung	Lung	GTEX-14BMU
GTEX-14BMU_Adipose_Tissue	Adipose_Tissue	GTEX-14BMU
GTEX-14BMU_Pancreas	Pancreas	GTEX-14BMU
GTEX-14BMU_Esophagus	Esophagus	GTEX-14BMU
GTEX-14BMU_Stomach	Stomach	GTEX-14BMU
GTEX-14BMU_Skin	Skin	GTEX-14BMU
GTEX-14BMU_Colon	Colon	GTEX-14BMU
GTEX-14BMU_Small_Intestine	Small_Intestine	GTEX-14BMU
GTEX-14BMU_Breast	Breast	GTEX-14BMU
GTEX-14BMU_Ovary	Ovary	GTEX-14BMU
GTEX-14BMU_Uterus	Uterus	GTEX-14BMU
GTEX-14BMU_Vagina	Vagina	GTEX-14BMU
GTEX-14BMU_Muscle	Muscle	GTEX-14BMU
GTEX-14BMV_Blood	Blood	GTEX-14BMV
GTEX-14BMV_Brain	Brain	GTEX-14BMV
GTEX-14BMV_Skin	Skin	GTEX-14BMV
GTEX-14BMV_Adipose_Tissue	Adipose_Tissue	GTEX-14BMV
GTEX-14BMV_Muscle	Muscle	GTEX-14BMV
GTEX-14BMV_Nerve	Nerve	GTEX-14BMV
GTEX-14BMV_Blood_Vessel	Blood_Vessel	GTEX-14BMV
GTEX-14BMV_Breast	Breast	GTEX-14BMV
GTEX-14BMV_Thyroid	Thyroid	GTEX-14BMV
GTEX-14BMV_Lung	Lung	GTEX-14BMV
GTEX-14BMV_Heart	Heart	GTEX-14BMV
GTEX-14BMV_Esophagus	Esophagus	GTEX-14BMV
GTEX-14BMV_Stomach	Stomach	GTEX-14BMV
GTEX-14BMV_Prostate	Prostate	GTEX-14BMV
GTEX-14BMV_Colon	Colon	GTEX-14BMV
GTEX-14BMV_Pituitary	Pituitary	GTEX-14BMV
GTEX-14C38_Blood	Blood	GTEX-14C38
GTEX-14C38_Testis	Testis	GTEX-14C38
GTEX-14C38_Muscle	Muscle	GTEX-14C38
GTEX-14C38_Nerve	Nerve	GTEX-14C38
GTEX-14C38_Skin	Skin	GTEX-14C38
GTEX-14C38_Thyroid	Thyroid	GTEX-14C38
GTEX-14C38_Adipose_Tissue	Adipose_Tissue	GTEX-14C38
GTEX-14C38_Blood_Vessel	Blood_Vessel	GTEX-14C38
GTEX-14C38_Heart	Heart	GTEX-14C38
GTEX-14C38_Liver	Liver	GTEX-14C38
GTEX-14C38_Adrenal_Gland	Adrenal_Gland	GTEX-14C38
GTEX-14C38_Esophagus	Esophagus	GTEX-14C38
GTEX-14C39_Blood	Blood	GTEX-14C39
GTEX-14C39_Brain	Brain	GTEX-14C39
GTEX-14C39_Blood_Vessel	Blood_Vessel	GTEX-14C39
GTEX-14C39_Thyroid	Thyroid	GTEX-14C39
GTEX-14C39_Lung	Lung	GTEX-14C39
GTEX-14C39_Testis	Testis	GTEX-14C39
GTEX-14C39_Heart	Heart	GTEX-14C39
GTEX-14C39_Adipose_Tissue	Adipose_Tissue	GTEX-14C39
GTEX-14C39_Pancreas	Pancreas	GTEX-14C39
GTEX-14C39_Colon	Colon	GTEX-14C39
GTEX-14C39_Skin	Skin	GTEX-14C39
GTEX-14C39_Small_Intestine	Small_Intestine	GTEX-14C39
GTEX-14C39_Muscle	Muscle	GTEX-14C39
GTEX-14C39_Nerve	Nerve	GTEX-14C39
GTEX-14C39_Pituitary	Pituitary	GTEX-14C39
GTEX-14C5O_Blood	Blood	GTEX-14C5O
GTEX-14C5O_Brain	Brain	GTEX-14C5O
GTEX-14C5O_Skin	Skin	GTEX-14C5O
GTEX-14C5O_Adipose_Tissue	Adipose_Tissue	GTEX-14C5O
GTEX-14C5O_Nerve	Nerve	GTEX-14C5O
GTEX-14C5O_Blood_Vessel	Blood_Vessel	GTEX-14C5O
GTEX-14C5O_Muscle	Muscle	GTEX-14C5O
GTEX-14C5O_Thyroid	Thyroid	GTEX-14C5O
GTEX-14C5O_Lung	Lung	GTEX-14C5O
GTEX-14C5O_Heart	Heart	GTEX-14C5O
GTEX-14C5O_Esophagus	Esophagus	GTEX-14C5O
GTEX-14C5O_Testis	Testis	GTEX-14C5O
GTEX-14C5O_Colon	Colon	GTEX-14C5O
GTEX-14C5O_Prostate	Prostate	GTEX-14C5O
GTEX-14C5O_Pituitary	Pituitary	GTEX-14C5O
GTEX-14DAQ_Blood	Blood	GTEX-14DAQ
GTEX-14DAQ_Brain	Brain	GTEX-14DAQ
GTEX-14DAQ_Skin	Skin	GTEX-14DAQ
GTEX-14DAQ_Adipose_Tissue	Adipose_Tissue	GTEX-14DAQ
GTEX-14DAQ_Muscle	Muscle	GTEX-14DAQ
GTEX-14DAQ_Nerve	Nerve	GTEX-14DAQ
GTEX-14DAQ_Blood_Vessel	Blood_Vessel	GTEX-14DAQ
GTEX-14DAQ_Thyroid	Thyroid	GTEX-14DAQ
GTEX-14DAQ_Lung	Lung	GTEX-14DAQ
GTEX-14DAQ_Heart	Heart	GTEX-14DAQ
GTEX-14DAQ_Esophagus	Esophagus	GTEX-14DAQ
GTEX-14DAQ_Liver	Liver	GTEX-14DAQ
GTEX-14DAQ_Adrenal_Gland	Adrenal_Gland	GTEX-14DAQ
GTEX-14DAQ_Ovary	Ovary	GTEX-14DAQ
GTEX-14DAQ_Vagina	Vagina	GTEX-14DAQ
GTEX-14DAQ_Colon	Colon	GTEX-14DAQ
GTEX-14DAQ_Stomach	Stomach	GTEX-14DAQ
GTEX-14DAQ_Pituitary	Pituitary	GTEX-14DAQ
GTEX-14DAR_Blood	Blood	GTEX-14DAR
GTEX-14DAR_Lung	Lung	GTEX-14DAR
GTEX-14DAR_Spleen	Spleen	GTEX-14DAR
GTEX-14DAR_Adipose_Tissue	Adipose_Tissue	GTEX-14DAR
GTEX-14DAR_Pancreas	Pancreas	GTEX-14DAR
GTEX-14DAR_Esophagus	Esophagus	GTEX-14DAR
GTEX-14DAR_Stomach	Stomach	GTEX-14DAR
GTEX-14DAR_Prostate	Prostate	GTEX-14DAR
GTEX-14DAR_Testis	Testis	GTEX-14DAR
GTEX-14DAR_Skin	Skin	GTEX-14DAR
GTEX-14DAR_Breast	Breast	GTEX-14DAR
GTEX-14DAR_Small_Intestine	Small_Intestine	GTEX-14DAR
GTEX-14DAR_Colon	Colon	GTEX-14DAR
GTEX-14DAR_Adrenal_Gland	Adrenal_Gland	GTEX-14DAR
GTEX-14DAR_Muscle	Muscle	GTEX-14DAR
GTEX-14DAR_Blood_Vessel	Blood_Vessel	GTEX-14DAR
GTEX-14DAR_Nerve	Nerve	GTEX-14DAR
GTEX-14E1K_Blood	Blood	GTEX-14E1K
GTEX-14E1K_Spleen	Spleen	GTEX-14E1K
GTEX-14E1K_Lung	Lung	GTEX-14E1K
GTEX-14E1K_Liver	Liver	GTEX-14E1K
GTEX-14E1K_Adipose_Tissue	Adipose_Tissue	GTEX-14E1K
GTEX-14E1K_Adrenal_Gland	Adrenal_Gland	GTEX-14E1K
GTEX-14E1K_Blood_Vessel	Blood_Vessel	GTEX-14E1K
GTEX-14E1K_Heart	Heart	GTEX-14E1K
GTEX-14E1K_Esophagus	Esophagus	GTEX-14E1K
GTEX-14E1K_Stomach	Stomach	GTEX-14E1K
GTEX-14E1K_Colon	Colon	GTEX-14E1K
GTEX-14E1K_Testis	Testis	GTEX-14E1K
GTEX-14E1K_Skin	Skin	GTEX-14E1K
GTEX-14E1K_Muscle	Muscle	GTEX-14E1K
GTEX-14E1K_Salivary_Gland	Salivary_Gland	GTEX-14E1K
GTEX-14E6C_Blood	Blood	GTEX-14E6C
GTEX-14E6C_Brain	Brain	GTEX-14E6C
GTEX-14E6C_Skin	Skin	GTEX-14E6C
GTEX-14E6C_Adipose_Tissue	Adipose_Tissue	GTEX-14E6C
GTEX-14E6C_Heart	Heart	GTEX-14E6C
GTEX-14E6C_Blood_Vessel	Blood_Vessel	GTEX-14E6C
GTEX-14E6C_Esophagus	Esophagus	GTEX-14E6C
GTEX-14E6C_Nerve	Nerve	GTEX-14E6C
GTEX-14E6C_Breast	Breast	GTEX-14E6C
GTEX-14E6C_Lung	Lung	GTEX-14E6C
GTEX-14E6C_Muscle	Muscle	GTEX-14E6C
GTEX-14E6C_Colon	Colon	GTEX-14E6C
GTEX-14E6C_Thyroid	Thyroid	GTEX-14E6C
GTEX-14E6C_Prostate	Prostate	GTEX-14E6C
GTEX-14E6D_Blood	Blood	GTEX-14E6D
GTEX-14E6D_Brain	Brain	GTEX-14E6D
GTEX-14E6D_Skin	Skin	GTEX-14E6D
GTEX-14E6D_Adipose_Tissue	Adipose_Tissue	GTEX-14E6D
GTEX-14E6D_Muscle	Muscle	GTEX-14E6D
GTEX-14E6D_Heart	Heart	GTEX-14E6D
GTEX-14E6D_Lung	Lung	GTEX-14E6D
GTEX-14E6E_Blood	Blood	GTEX-14E6E
GTEX-14E6E_Adrenal_Gland	Adrenal_Gland	GTEX-14E6E
GTEX-14E6E_Adipose_Tissue	Adipose_Tissue	GTEX-14E6E
GTEX-14E6E_Thyroid	Thyroid	GTEX-14E6E
GTEX-14E6E_Lung	Lung	GTEX-14E6E
GTEX-14E6E_Skin	Skin	GTEX-14E6E
GTEX-14E6E_Esophagus	Esophagus	GTEX-14E6E
GTEX-14E6E_Stomach	Stomach	GTEX-14E6E
GTEX-14E6E_Testis	Testis	GTEX-14E6E
GTEX-14E6E_Prostate	Prostate	GTEX-14E6E
GTEX-14E6E_Spleen	Spleen	GTEX-14E6E
GTEX-14E6E_Breast	Breast	GTEX-14E6E
GTEX-14E6E_Pancreas	Pancreas	GTEX-14E6E
GTEX-14E6E_Colon	Colon	GTEX-14E6E
GTEX-14E6E_Small_Intestine	Small_Intestine	GTEX-14E6E
GTEX-14E6E_Muscle	Muscle	GTEX-14E6E
GTEX-14E6E_Blood_Vessel	Blood_Vessel	GTEX-14E6E
GTEX-14E6E_Nerve	Nerve	GTEX-14E6E
GTEX-14E7W_Blood	Blood	GTEX-14E7W
GTEX-14E7W_Brain	Brain	GTEX-14E7W
GTEX-14E7W_Skin	Skin	GTEX-14E7W
GTEX-14E7W_Nerve	Nerve	GTEX-14E7W
GTEX-14E7W_Blood_Vessel	Blood_Vessel	GTEX-14E7W
GTEX-14E7W_Testis	Testis	GTEX-14E7W
GTEX-14E7W_Breast	Breast	GTEX-14E7W
GTEX-14E7W_Thyroid	Thyroid	GTEX-14E7W
GTEX-14E7W_Heart	Heart	GTEX-14E7W
GTEX-14E7W_Lung	Lung	GTEX-14E7W
GTEX-14E7W_Liver	Liver	GTEX-14E7W
GTEX-14E7W_Esophagus	Esophagus	GTEX-14E7W
GTEX-14E7W_Adipose_Tissue	Adipose_Tissue	GTEX-14E7W
GTEX-14E7W_Pituitary	Pituitary	GTEX-14E7W
GTEX-14H4A_Blood	Blood	GTEX-14H4A
GTEX-14H4A_Adrenal_Gland	Adrenal_Gland	GTEX-14H4A
GTEX-14H4A_Heart	Heart	GTEX-14H4A
GTEX-14H4A_Blood_Vessel	Blood_Vessel	GTEX-14H4A
GTEX-14H4A_Muscle	Muscle	GTEX-14H4A
GTEX-14H4A_Adipose_Tissue	Adipose_Tissue	GTEX-14H4A
GTEX-14H4A_Esophagus	Esophagus	GTEX-14H4A
GTEX-14H4A_Colon	Colon	GTEX-14H4A
GTEX-14H4A_Vagina	Vagina	GTEX-14H4A
GTEX-14H4A_Breast	Breast	GTEX-14H4A
GTEX-14ICK_Blood	Blood	GTEX-14ICK
GTEX-14ICK_Skin	Skin	GTEX-14ICK
GTEX-14ICK_Adipose_Tissue	Adipose_Tissue	GTEX-14ICK
GTEX-14ICK_Nerve	Nerve	GTEX-14ICK
GTEX-14ICK_Colon	Colon	GTEX-14ICK
GTEX-14ICK_Esophagus	Esophagus	GTEX-14ICK
GTEX-14ICK_Thyroid	Thyroid	GTEX-14ICK
GTEX-14ICK_Prostate	Prostate	GTEX-14ICK
GTEX-14ICK_Breast	Breast	GTEX-14ICK
GTEX-14ICL_Blood	Blood	GTEX-14ICL
GTEX-14ICL_Spleen	Spleen	GTEX-14ICL
GTEX-14ICL_Blood_Vessel	Blood_Vessel	GTEX-14ICL
GTEX-14ICL_Thyroid	Thyroid	GTEX-14ICL
GTEX-14ICL_Esophagus	Esophagus	GTEX-14ICL
GTEX-14ICL_Stomach	Stomach	GTEX-14ICL
GTEX-14ICL_Adipose_Tissue	Adipose_Tissue	GTEX-14ICL
GTEX-14ICL_Pancreas	Pancreas	GTEX-14ICL
GTEX-14ICL_Colon	Colon	GTEX-14ICL
GTEX-14ICL_Skin	Skin	GTEX-14ICL
GTEX-14ICL_Muscle	Muscle	GTEX-14ICL
GTEX-14JFF_Blood	Blood	GTEX-14JFF
GTEX-14JFF_Brain	Brain	GTEX-14JFF
GTEX-14JFF_Nerve	Nerve	GTEX-14JFF
GTEX-14JFF_Blood_Vessel	Blood_Vessel	GTEX-14JFF
GTEX-14JFF_Skin	Skin	GTEX-14JFF
GTEX-14JG1_Blood	Blood	GTEX-14JG1
GTEX-14JG1_Brain	Brain	GTEX-14JG1
GTEX-14JG1_Muscle	Muscle	GTEX-14JG1
GTEX-14JG1_Blood_Vessel	Blood_Vessel	GTEX-14JG1
GTEX-14JG1_Skin	Skin	GTEX-14JG1
GTEX-14JG1_Adipose_Tissue	Adipose_Tissue	GTEX-14JG1
GTEX-14JG1_Heart	Heart	GTEX-14JG1
GTEX-14JG1_Lung	Lung	GTEX-14JG1
GTEX-14JG1_Liver	Liver	GTEX-14JG1
GTEX-14JG1_Esophagus	Esophagus	GTEX-14JG1
GTEX-14JG1_Pituitary	Pituitary	GTEX-14JG1
GTEX-14JG6_Blood	Blood	GTEX-14JG6
GTEX-14JG6_Adrenal_Gland	Adrenal_Gland	GTEX-14JG6
GTEX-14JG6_Spleen	Spleen	GTEX-14JG6
GTEX-14JG6_Lung	Lung	GTEX-14JG6
GTEX-14JG6_Pancreas	Pancreas	GTEX-14JG6
GTEX-14JG6_Adipose_Tissue	Adipose_Tissue	GTEX-14JG6
GTEX-14JG6_Ovary	Ovary	GTEX-14JG6
GTEX-14JG6_Vagina	Vagina	GTEX-14JG6
